Sex,VehicleType,Claims,Term,Discount,AgeCat,VehicleAgeCat
U,G,0,0.503764545,10,0,5
U,G,0,0.503764545,10,0,4
U,G,0,0.670773443,0,0,5
U,G,0,0.999315537,20,0,5
U,G,0,0.585900068,0,0,5
U,G,0,0.741957563,20,0,5
U,G,0,0.503764545,20,0,5
U,G,0,0.03559206,10,0,5
U,G,0,0.999315537,20,0,4
U,G,0,0.999315537,20,0,5
U,G,0,0.876112252,0,0,5
U,G,0,0.837782341,20,0,5
U,G,0,0.83504449,10,0,5
U,G,0,0.167008898,10,0,5
U,G,1,0.876112252,0,0,5
U,G,1,0.41889117,20,0,4
U,G,0,0.65982204,0,0,5
U,G,0,0.41889117,0,0,5
U,G,0,0.062970568,0,0,5
U,G,0,0.788501027,10,0,4
U,G,0,0.919917865,0,0,5
U,G,0,0.443531828,0,0,4
U,G,0,0.845995893,0,0,5
U,G,0,0.837782341,20,0,5
U,G,0,0.585900068,0,0,5
U,G,0,0.744695414,0,0,5
U,G,0,0.837782341,10,0,4
U,G,0,0.490075291,0,0,5
U,G,0,0.837782341,20,0,5
U,G,0,0.837782341,10,0,5
U,G,0,0.837782341,10,0,5
U,G,0,0.334017796,20,0,5
U,G,0,0.837782341,10,0,5
U,G,0,0.670773443,10,0,5
U,G,0,0.752908967,20,0,5
U,G,0,0.019164956,20,0,4
U,G,0,0.334017796,20,0,5
U,G,0,0.334017796,0,0,4
U,G,0,0.251882272,20,0,5
U,G,0,0.41615332,0,0,5
U,G,0,0.574948665,0,0,5
U,G,0,0.752908967,10,0,4
U,G,0,0.837782341,20,0,5
U,G,0,0.752908967,20,0,4
U,G,0,0.752908967,0,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.468172485,20,0,5
U,G,0,0.670773443,20,0,4
U,G,0,0.673511294,10,0,4
U,G,0,0.837782341,20,0,5
U,G,0,0.848733744,0,0,4
U,G,0,0.150581793,30,0,4
U,G,0,0.980150582,0,0,4
U,G,0,0.167008898,20,0,5
U,G,0,0.670773443,20,0,4
U,G,0,0.670773443,10,0,4
U,G,0,0.670773443,20,0,4
U,G,1,0.733744011,0,0,4
U,G,0,0.670773443,20,0,4
U,G,1,0.670773443,20,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.936344969,10,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.06844627,20,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.427104723,0,0,4
U,G,0,0.585900068,10,0,4
U,G,0,0.635181383,0,0,5
U,G,0,0.585900068,0,0,4
U,G,0,0.856947296,0,0,5
U,G,0,0.454483231,0,0,5
U,G,0,0.334017796,10,0,5
U,G,0,0.640657084,0,0,4
U,G,0,0.837782341,0,0,4
U,G,0,0.334017796,20,0,4
U,G,1,0.334017796,10,0,4
U,G,0,0.334017796,20,0,4
U,G,0,0.837782341,10,0,4
U,G,0,0.503764545,20,0,4
U,G,0,0.334017796,10,0,4
U,G,0,0.837782341,10,0,4
U,G,0,0.837782341,20,0,4
U,G,0,0.837782341,10,0,4
U,G,0,0.511978097,0,0,4
U,G,0,0.334017796,20,0,5
U,G,0,0.334017796,20,0,4
U,G,0,0.334017796,20,0,4
U,G,0,0.837782341,20,0,4
U,G,0,0.76386037,20,0,4
U,G,0,0.251882272,20,0,4
U,G,0,0.654346338,10,0,5
U,G,0,0.194387406,0,0,4
U,G,0,0.982888433,0,0,4
U,G,0,0.199863108,20,0,4
U,G,0,0.251882272,20,0,4
U,G,0,0.251882272,20,0,4
U,G,0,0.837782341,20,0,4
U,G,0,0.566735113,0,0,4
U,G,0,0.120465435,0,0,4
U,G,0,0.796714579,0,0,4
U,G,0,0.167008898,10,0,4
U,G,0,0.670773443,0,0,4
U,G,0,0.167008898,20,0,4
U,G,0,0.084873374,0,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.27652293,0,0,4
U,G,0,0.084873374,10,0,5
U,G,0,0.90349076,0,0,4
U,G,0,0.084873374,0,0,4
U,G,0,0.999315537,20,0,4
U,G,0,0.484599589,20,0,4
U,G,1,0.999315537,20,0,3
U,G,0,0.503764545,20,0,4
U,G,0,0.41889117,0,0,4
U,G,0,0.41889117,10,0,4
U,G,0,0.41889117,10,0,4
U,G,0,0.914442163,20,0,4
U,G,0,0.301163587,10,0,4
U,G,0,0.41889117,10,0,4
U,G,0,0.235455168,20,0,4
U,G,0,0.832306639,10,0,4
U,G,0,0.334017796,10,0,4
U,G,0,0.837782341,10,0,4
U,G,0,0.837782341,0,0,4
U,G,0,0.164271047,0,0,4
U,G,0,0.334017796,20,0,4
U,G,0,0.837782341,10,0,4
U,G,0,0.840520192,20,0,4
U,G,0,0.837782341,20,0,4
U,G,0,0.826830938,10,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.996577687,0,0,4
U,G,0,0.199863108,0,0,4
U,G,0,0.750171116,20,0,4
U,G,0,0.246406571,0,0,4
U,G,0,0.205338809,20,0,4
U,G,0,0.227241615,20,0,4
U,G,0,0.752908967,0,0,4
U,G,0,0.668035592,20,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.503764545,0,0,4
U,G,0,0.134154689,10,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.585900068,10,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.084873374,10,0,4
U,G,0,0.572210815,20,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.503764545,20,0,4
U,G,0,0.585900068,10,0,4
U,G,0,0.585900068,10,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.5229295,20,0,4
U,G,0,0.503764545,20,0,4
U,G,0,0.476386037,10,0,4
U,G,0,0.999315537,10,0,4
U,G,0,0.980150582,0,0,4
U,G,0,0.503764545,20,0,4
U,G,0,0.711841205,0,0,4
U,G,0,0.503764545,20,0,4
U,G,0,0.55578371,10,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.914442163,20,0,4
U,G,0,0.509240246,10,0,4
U,G,0,0.410677618,20,0,4
U,G,0,0.914442163,20,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.41889117,10,0,4
U,G,0,0.125941136,20,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.334017796,10,0,4
U,G,0,0.999315537,20,0,4
U,G,0,0.646132786,0,0,3
U,G,0,0.251882272,10,0,4
U,G,0,0.251882272,20,0,4
U,G,0,0.569472964,0,0,4
U,G,0,0.251882272,0,0,4
U,G,0,0.761122519,0,0,4
U,G,0,0.758384668,0,0,4
U,G,0,0.251882272,20,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.752908967,0,0,4
U,G,0,0.670773443,0,0,5
U,G,0,0.752908967,20,0,4
U,G,0,0.881587954,0,0,4
U,G,1,0.670773443,20,0,4
U,G,0,0.106776181,20,0,4
U,G,0,0.643394935,0,0,4
U,G,0,0.167008898,0,0,4
U,G,0,0.161533196,0,0,4
U,G,0,0.999315537,10,0,4
U,G,0,0.167008898,20,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.588637919,0,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.906228611,0,0,4
U,G,0,0.503764545,20,0,4
U,G,0,0.62422998,0,0,4
U,G,0,0.503764545,0,0,4
U,G,0,0.999315537,20,0,4
U,G,0,0.503764545,20,0,4
U,G,0,0.41889117,10,0,5
U,G,0,0.769336071,20,0,4
U,G,0,0.180698152,0,0,4
U,G,0,0.914442163,10,0,4
U,G,0,0.914442163,0,0,4
U,G,0,0.796714579,20,0,4
U,G,0,0.988364134,0,0,4
U,G,0,0.287474333,20,0,4
U,G,0,0.334017796,20,0,4
U,G,0,0.985626283,0,0,4
U,G,0,0.837782341,20,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.043805613,0,0,4
U,G,1,0.670773443,10,0,4
U,G,0,0.167008898,10,0,4
U,G,0,0.169746749,10,0,4
U,G,0,0.084873374,0,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.084873374,10,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.503764545,10,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.544832307,0,0,4
U,G,0,0.334017796,10,0,4
U,G,0,0.251882272,20,0,4
U,G,0,0.251882272,10,0,4
U,G,0,0.167008898,10,0,4
U,G,0,0.999315537,20,0,4
U,G,0,0.999315537,10,0,4
U,G,0,0.169746749,10,0,4
U,G,0,0.752908967,10,0,4
U,G,0,0.911704312,0,0,4
U,G,0,0.167008898,20,0,4
U,G,0,0.752908967,10,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.167008898,20,0,4
U,G,0,0.167008898,10,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.251882272,20,0,4
U,G,0,0.914442163,10,0,4
U,G,0,0.169746749,10,0,4
U,G,1,0.251882272,10,0,4
U,G,0,0.733744011,0,0,4
U,G,0,0.158795346,10,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.605065024,0,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.635181383,0,0,4
U,G,0,0.334017796,20,0,5
U,G,1,0.334017796,0,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.837782341,20,0,4
U,G,0,0.492813142,20,0,4
U,G,0,0.914442163,20,0,3
U,G,0,0.334017796,20,0,4
U,G,0,0.670773443,10,0,4
U,G,0,0.41889117,20,0,5
U,G,0,0.542094456,20,0,4
U,G,0,0.503764545,20,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.999315537,10,0,4
U,G,0,0.298425736,0,0,4
U,G,0,0.054757016,20,0,4
U,G,0,0.503764545,20,0,4
U,G,0,0.306639288,10,0,4
U,G,0,0.167008898,20,0,4
U,G,0,0.662559891,0,0,5
U,G,0,0.251882272,0,0,4
U,G,0,0.161533196,20,0,4
U,G,0,0.670773443,10,0,4
U,G,0,0.670773443,10,0,4
U,G,0,0.120465435,20,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.511978097,0,0,4
U,G,0,0.057494867,10,0,4
U,G,1,0.914442163,20,0,4
U,G,0,0.914442163,20,0,4
U,G,0,0.361396304,20,0,4
U,G,0,0.887063655,20,0,4
U,G,0,0.914442163,20,0,3
U,G,0,0.996577687,20,0,3
U,G,0,0.569472964,20,0,4
U,G,0,0.837782341,10,0,3
U,G,2,0.837782341,20,0,3
U,G,0,0.837782341,20,0,3
U,G,0,0.585900068,10,0,3
U,G,0,0.120465435,0,0,2
U,G,0,0.914442163,20,0,3
U,G,0,0.837782341,20,0,3
U,G,0,0.914442163,10,0,3
U,G,0,0.914442163,20,0,3
U,G,0,0.793976728,20,0,3
U,G,0,0.76659822,20,0,3
U,G,0,0.837782341,20,0,3
U,G,1,0.752908967,20,0,3
U,G,0,0.640657084,0,0,3
U,G,0,0.13963039,20,0,3
U,G,0,0.610540726,0,0,3
U,G,0,0.585900068,20,0,3
U,G,0,0.632443532,20,0,3
U,G,0,0.167008898,10,0,3
U,G,0,0.484599589,20,0,3
U,G,0,0.429842574,0,0,3
U,G,0,0.41889117,0,0,3
U,G,0,0.41889117,0,0,3
U,G,0,0.410677618,20,0,3
U,G,0,0.914442163,20,0,3
U,G,0,0.41889117,10,0,3
U,G,0,0.334017796,20,0,3
U,G,0,0.62422998,10,0,3
U,G,0,0.334017796,20,0,3
U,G,0,0.251882272,20,0,3
U,G,0,0.251882272,20,0,3
U,G,0,0.273785079,0,0,3
U,G,0,0.251882272,10,0,3
U,G,0,0.585900068,10,0,3
U,G,0,0.503764545,20,0,3
U,G,0,0.084873374,20,0,3
U,G,0,0.071184121,20,0,3
U,G,1,0.914442163,20,0,3
U,G,1,0.914442163,20,0,3
U,G,0,0.62696783,10,0,3
U,G,0,0.251882272,20,0,3
U,G,0,0.251882272,10,0,2
U,G,2,0.837782341,10,0,3
U,G,0,0.911704312,10,0,3
U,G,0,0.914442163,20,0,3
U,G,0,0.837782341,20,0,3
U,G,0,0.632443532,0,0,3
U,G,0,0.484599589,20,0,3
U,G,0,0.670773443,20,0,3
U,G,0,0.585900068,20,0,3
U,G,0,0.503764545,10,0,3
U,G,0,0.503764545,20,0,3
U,G,0,0.41889117,20,0,3
U,G,0,0.314852841,0,0,3
U,G,0,0.334017796,20,0,3
U,G,0,0.334017796,20,0,3
U,G,0,0.249144422,20,0,3
U,G,0,0.251882272,10,0,3
U,G,0,0.670773443,40,0,3
U,G,0,0.008213552,10,0,3
U,G,0,0.084873374,10,0,3
U,G,0,0.084873374,20,0,3
U,G,0,0.024640657,0,0,3
U,G,0,0.016427105,20,0,3
U,G,0,0.084873374,20,0,3
U,G,0,0.503764545,20,0,3
U,G,0,0.963723477,10,0,3
U,G,0,0.402464066,10,0,3
U,G,0,0.914442163,0,0,3
U,G,0,0.837782341,10,0,3
U,G,1,0.752908967,10,0,2
U,G,0,0.752908967,10,0,2
U,G,1,0.911704312,10,0,3
U,G,0,0.668035592,10,0,2
U,G,0,0.670773443,20,0,2
U,G,0,0.503764545,10,0,2
U,G,0,0.161533196,20,0,2
U,G,0,0.251882272,20,0,3
U,G,0,0.465434634,10,0,2
U,G,0,0.914442163,10,0,3
U,G,0,0.966461328,40,0,2
U,G,0,0.334017796,20,0,3
U,G,0,0.388774812,10,0,2
U,G,0,0.334017796,10,0,2
U,G,0,0.167008898,20,0,2
U,G,0,0.752908967,20,0,2
U,G,0,1.0,0,0,2
U,G,0,0.084873374,10,0,2
U,G,0,0.084873374,0,0,2
U,G,0,0.084873374,10,0,2
U,G,0,0.914442163,20,0,2
U,G,0,0.41889117,40,0,2
U,G,0,0.350444901,20,0,2
U,G,0,0.881587954,10,0,2
U,G,0,0.815879535,20,0,2
U,G,0,0.752908967,0,0,3
U,G,0,0.637919233,10,0,2
U,G,0,0.484599589,20,0,3
U,G,0,0.41889117,10,0,2
U,G,0,0.41889117,10,0,2
U,G,0,0.446269678,10,0,2
U,G,0,0.432580424,10,0,2
U,G,0,0.449007529,10,0,3
U,G,0,0.334017796,40,0,2
U,G,0,0.424366872,20,0,2
U,G,0,0.334017796,10,0,3
U,G,0,0.41889117,10,0,2
U,G,1,0.355920602,10,0,2
U,G,0,0.317590691,20,0,2
U,G,0,0.334017796,10,0,2
U,G,0,0.388774812,10,0,2
U,G,0,0.251882272,0,0,2
U,G,0,0.251882272,10,0,2
U,G,0,0.167008898,10,0,2
U,G,0,0.167008898,10,0,2
U,G,0,0.13963039,20,0,2
U,G,0,0.999315537,0,0,2
U,G,3,0.999315537,0,0,2
U,G,0,0.676249144,0,0,2
U,G,1,0.999315537,0,0,2
U,G,0,0.10403833,20,0,2
U,G,3,0.999315537,0,0,2
U,G,0,0.10403833,20,0,2
U,G,0,0.251882272,10,0,5
U,G,0,0.31211499,20,0,2
U,G,0,0.065708419,10,0,2
U,G,0,0.251882272,10,0,5
U,G,0,0.010951403,0,0,2
U,G,0,0.996577687,0,0,2
U,G,0,0.911704312,0,0,2
U,G,0,0.79945243,20,0,3
U,G,1,0.985626283,0,0,2
U,G,0,0.977412731,10,0,2
U,G,0,0.041067762,20,0,2
U,G,0,0.914442163,0,0,2
U,G,0,0.906228611,0,0,2
U,G,0,0.062970568,0,0,3
U,G,1,0.90349076,0,0,2
U,G,1,0.873374401,0,0,2
U,G,0,0.87063655,0,0,2
U,G,0,0.876112252,0,0,2
U,G,0,0.837782341,0,0,2
U,G,0,0.83504449,0,0,2
U,G,0,0.804928131,0,0,2
U,G,0,0.837782341,0,0,2
U,G,0,0.826830938,0,0,2
U,G,0,0.791238878,20,0,2
U,G,0,0.807665982,0,0,2
U,G,0,0.79945243,0,0,2
U,G,0,0.818617385,0,0,2
U,G,0,0.796714579,0,0,2
U,G,0,0.796714579,0,0,2
U,G,0,0.167008898,0,0,3
U,G,0,0.769336071,0,0,2
U,G,0,0.733744011,10,0,2
U,G,0,0.752908967,0,0,2
U,G,0,0.747433265,0,0,2
U,G,0,0.167008898,20,0,3
U,G,0,0.741957563,0,0,2
U,G,0,0.703627652,0,0,2
U,G,2,0.665297741,0,0,2
U,G,0,0.700889802,0,0,2
U,G,0,0.670773443,0,0,2
U,G,0,0.607802875,0,0,2
U,G,0,0.62422998,0,0,2
U,G,0,0.585900068,0,0,2
U,G,0,0.55578371,0,0,2
U,G,0,0.544832307,0,0,2
U,G,0,0.528405202,0,0,2
U,G,0,0.010951403,0,0,2
U,G,0,0.492813142,0,0,2
U,G,0,0.503764545,0,0,2
U,G,0,0.503764545,20,0,2
U,G,0,0.041067762,0,0,2
U,G,0,0.449007529,0,0,2
U,G,0,0.468172485,10,0,2
U,G,0,0.41889117,0,0,2
U,G,0,0.41615332,0,0,2
U,G,0,0.41889117,0,0,2
U,G,0,0.41615332,0,0,2
U,G,2,0.394250513,20,0,2
U,G,0,0.407939767,0,0,2
U,G,0,0.366872006,20,0,2
U,G,1,0.917180014,20,0,4
U,G,0,0.407939767,0,0,2
U,G,0,0.386036961,0,0,2
U,G,0,0.386036961,0,0,2
U,G,0,0.369609856,20,0,2
U,G,0,0.339493498,10,0,2
U,G,0,0.334017796,0,0,2
U,G,0,0.34770705,20,0,2
U,G,0,0.328542095,10,0,2
U,G,0,0.334017796,0,0,2
U,G,0,0.317590691,20,0,2
U,G,0,0.670773443,20,0,3
U,G,0,0.27652293,0,0,2
U,G,0,0.262833676,0,0,2
U,G,0,0.199863108,0,0,2
U,G,0,0.205338809,0,0,2
U,G,0,0.224503765,20,0,2
U,G,1,0.191649555,0,0,2
U,G,0,0.180698152,0,0,2
U,G,0,0.109514032,0,0,2
U,G,0,0.13963039,0,0,5
U,G,0,0.125941136,0,0,2
U,G,0,0.106776181,0,0,2
U,G,0,0.084873374,0,0,2
U,G,0,0.084873374,0,0,2
U,G,0,0.046543463,20,0,2
U,G,0,0.084873374,0,0,2
U,G,0,0.084873374,10,0,2
U,G,0,0.106776181,0,0,2
U,G,0,0.098562628,0,0,2
U,G,0,0.071184121,20,0,2
U,G,0,0.164271047,10,0,2
U,G,0,0.177960301,0,0,2
U,G,0,0.177960301,0,0,2
U,T,0,0.27652293,10,0,2
U,P,0,0.251882272,20,0,4
U,P,0,0.084873374,20,0,4
U,P,0,0.41889117,20,0,4
U,P,0,0.670773443,10,0,4
U,P,0,0.251882272,20,0,4
U,P,0,0.260095825,0,0,4
U,P,0,0.503764545,10,0,4
U,P,0,0.334017796,20,0,4
U,P,1,0.971937029,10,0,4
U,P,0,0.079397673,10,0,4
U,P,0,0.585900068,0,0,4
U,P,0,0.752908967,10,0,4
U,P,0,0.999315537,10,0,5
U,P,0,0.334017796,50,0,4
U,P,1,0.837782341,20,0,3
U,P,0,0.45174538,20,0,3
U,P,1,0.084873374,20,0,3
U,P,0,0.334017796,20,0,3
U,P,0,0.914442163,20,0,3
U,P,0,0.41889117,20,0,3
U,P,1,0.739219713,20,0,3
U,P,1,0.251882272,20,0,3
U,P,0,0.670773443,0,0,4
U,P,0,0.251882272,20,0,2
U,P,0,0.503764545,10,0,2
U,P,3,0.602327173,10,0,2
U,P,0,0.503764545,10,0,2
U,P,0,0.292950034,10,0,4
U,P,0,0.31211499,20,0,2
U,P,0,0.966461328,0,0,2
U,P,0,0.999315537,0,0,2
U,P,0,0.167008898,0,0,2
U,P,0,0.856947296,50,0,2
U,P,0,0.733744011,0,0,2
U,P,0,0.301163587,10,0,2
U,P,0,0.585900068,0,0,5
U,P,0,0.372347707,0,0,5
U,P,0,0.287474333,10,0,5
U,P,0,0.251882272,20,0,5
U,P,0,0.249144422,10,0,5
U,P,0,0.503764545,10,0,4
U,P,0,0.41889117,20,0,4
U,P,0,0.41889117,10,0,4
U,P,0,0.999315537,10,0,2
U,P,0,0.334017796,20,0,4
U,P,0,0.914442163,20,0,3
U,P,0,0.585900068,0,0,2
U,P,1,0.914442163,0,0,2
U,P,0,0.350444901,0,0,2
U,P,0,0.602327173,0,0,2
U,P,0,0.665297741,0,0,2
U,P,0,0.539356605,0,0,2
U,P,0,0.558521561,0,0,2
U,P,0,0.873374401,0,0,2
U,P,0,0.334017796,10,0,5
U,P,0,0.334017796,20,0,4
U,P,0,0.202600958,0,0,6
U,P,0,0.492813142,0,0,4
U,P,0,0.344969199,20,0,4
U,P,0,0.550308008,20,0,4
U,P,0,0.561259411,0,0,4
U,P,0,0.999315537,20,0,4
U,P,0,0.999315537,20,0,4
U,P,0,0.999315537,20,0,4
U,P,0,0.585900068,0,0,3
U,P,0,0.334017796,20,0,3
U,P,0,0.334017796,20,0,3
U,P,0,0.41889117,20,0,3
U,P,0,0.470910335,20,0,3
U,P,0,0.394250513,20,0,4
U,P,0,0.813141684,10,0,3
U,P,0,0.186173854,0,0,2
U,P,0,0.503764545,20,0,5
U,P,0,0.251882272,20,0,3
U,P,1,0.837782341,0,0,3
U,P,0,0.503764545,20,0,5
U,P,0,0.741957563,20,0,4
U,P,0,0.334017796,0,0,3
U,P,0,0.65982204,0,0,3
U,P,1,0.837782341,0,0,3
U,P,0,0.585900068,0,0,3
U,P,0,0.884325804,0,0,3
U,P,0,0.167008898,20,0,3
U,P,0,0.895277207,0,0,3
U,P,0,0.599589322,0,0,3
U,P,0,0.167008898,20,0,3
U,Q,0,0.156057495,10,0,6
U,Q,0,0.334017796,30,0,4
U,Q,0,0.251882272,10,0,4
U,Q,0,0.251882272,40,0,4
U,Q,0,0.229979466,40,0,4
U,Q,1,0.752908967,20,0,4
U,Q,0,0.752908967,20,0,4
U,Q,0,0.752908967,40,0,4
U,Q,0,0.914442163,50,0,4
U,Q,0,0.813141684,40,0,4
U,Q,0,0.714579055,30,0,4
U,Q,0,0.670773443,20,0,4
U,Q,0,0.205338809,50,0,4
U,Q,0,0.084873374,50,0,4
U,Q,0,0.320328542,0,0,4
U,Q,0,0.550308008,40,0,4
U,Q,0,0.837782341,40,0,4
U,Q,0,0.084873374,10,0,4
U,Q,0,0.999315537,50,0,4
U,Q,0,0.503764545,40,0,4
U,Q,0,0.665297741,0,0,4
U,Q,0,0.914442163,50,0,4
U,Q,0,0.837782341,10,0,4
U,Q,0,0.752908967,50,0,4
U,Q,0,0.706365503,50,0,4
U,Q,0,0.084873374,10,0,4
U,Q,0,0.375085558,0,0,4
U,Q,0,0.802190281,10,0,4
U,Q,1,0.999315537,20,0,4
U,Q,0,0.334017796,30,0,4
U,Q,0,0.914442163,50,0,4
U,Q,0,0.914442163,40,0,4
U,Q,0,0.334017796,20,0,4
U,Q,0,0.334017796,30,0,4
U,Q,0,0.621492129,10,0,4
U,Q,0,0.90349076,0,0,4
U,Q,0,0.079397673,50,0,4
U,Q,0,0.585900068,20,0,4
U,Q,0,0.585900068,20,0,4
U,Q,0,0.084873374,10,0,4
U,Q,0,0.41889117,50,0,4
U,Q,0,0.386036961,50,0,4
U,Q,0,0.41889117,50,0,4
U,Q,0,0.334017796,40,0,4
U,Q,0,0.31211499,50,0,4
U,Q,0,0.692676249,0,0,4
U,Q,0,0.670773443,50,0,4
U,Q,0,0.777549624,0,0,4
U,Q,0,0.999315537,20,0,4
U,Q,0,0.774811773,0,0,4
U,Q,1,0.309377139,0,0,4
U,Q,0,0.854209446,0,0,4
U,Q,0,0.531143053,0,0,4
U,Q,0,0.966461328,0,0,4
U,Q,0,0.503764545,20,0,4
U,Q,0,0.93908282,50,0,4
U,Q,0,0.914442163,30,0,4
U,Q,0,0.109514032,0,0,4
U,Q,0,0.752908967,50,0,4
U,Q,0,0.465434634,30,0,4
U,Q,0,0.377823409,0,0,4
U,Q,0,0.503764545,20,0,4
U,Q,0,0.334017796,30,0,4
U,Q,0,0.005475702,0,0,4
U,Q,2,0.334017796,20,0,4
U,Q,0,0.76659822,30,0,4
U,Q,0,0.334017796,40,0,4
U,Q,0,0.298425736,50,0,4
U,Q,1,0.298425736,50,0,4
U,Q,0,0.251882272,50,0,4
U,Q,0,0.167008898,10,0,4
U,Q,0,0.657084189,50,0,4
U,Q,0,0.720054757,0,0,4
U,Q,0,0.084873374,50,0,4
U,Q,0,0.120465435,20,0,4
U,Q,0,0.585900068,20,0,4
U,Q,0,0.010951403,0,0,4
U,Q,0,0.41615332,0,0,4
U,Q,0,0.585900068,40,0,4
U,Q,0,0.999315537,10,0,4
U,Q,0,0.999315537,10,0,4
U,Q,1,0.914442163,50,0,4
U,Q,0,0.334017796,50,0,3
U,Q,0,0.752908967,0,0,4
U,Q,0,0.585900068,50,0,3
U,Q,0,0.580424367,0,0,3
U,Q,0,0.484599589,0,0,3
U,Q,0,0.41889117,40,0,3
U,Q,0,0.41615332,20,0,3
U,Q,0,0.999315537,10,0,3
U,Q,0,0.235455168,20,0,3
U,Q,0,0.41889117,50,0,3
U,Q,0,0.670773443,50,0,4
U,Q,0,0.084873374,30,0,3
U,Q,0,0.084873374,20,0,3
U,Q,0,0.585900068,10,0,3
U,Q,0,0.405201917,0,0,4
U,Q,1,0.585900068,30,0,3
U,Q,0,0.167008898,0,0,3
U,Q,0,0.585900068,20,0,3
U,Q,0,0.503764545,50,0,3
U,Q,0,0.985626283,10,0,3
U,Q,0,0.517453799,40,0,3
U,Q,0,0.03559206,50,0,3
U,Q,0,0.613278576,10,0,3
U,Q,0,0.996577687,10,0,3
U,Q,0,0.670773443,40,0,3
U,Q,0,0.325804244,50,0,3
U,Q,0,1.0,0,0,3
U,Q,0,0.876112252,0,0,3
U,Q,0,0.752908967,0,0,3
U,Q,0,0.752908967,10,0,3
U,Q,0,0.752908967,50,0,3
U,Q,0,0.640657084,0,0,3
U,Q,0,0.999315537,30,0,3
U,Q,0,0.585900068,30,0,3
U,Q,0,0.438056126,0,0,3
U,Q,0,0.41889117,10,0,3
U,Q,0,0.503764545,10,0,3
U,Q,1,0.41889117,20,0,3
U,Q,0,0.41889117,40,0,3
U,Q,0,0.167008898,0,0,3
U,Q,0,0.840520192,30,0,3
U,Q,0,0.752908967,20,0,3
U,Q,0,0.251882272,0,0,3
U,Q,0,0.999315537,40,0,3
U,Q,0,0.167008898,20,0,3
U,Q,0,0.402464066,10,0,3
U,Q,0,0.084873374,50,0,3
U,Q,0,0.407939767,0,0,3
U,Q,0,0.295687885,40,0,3
U,Q,0,0.700889802,40,0,3
U,Q,0,0.999315537,10,0,3
U,Q,0,0.503764545,30,0,3
U,Q,0,0.955509925,30,0,3
U,Q,1,0.914442163,0,0,3
U,Q,0,0.084873374,40,0,3
U,Q,0,0.914442163,50,0,3
U,Q,0,0.752908967,10,0,3
U,Q,0,0.744695414,30,0,3
U,Q,0,0.736481862,10,0,3
U,Q,0,0.167008898,50,0,3
U,Q,0,0.752908967,10,0,3
U,Q,0,0.454483231,20,0,3
U,Q,0,0.41889117,50,0,3
U,Q,0,0.41889117,20,0,3
U,Q,0,0.41889117,50,0,3
U,Q,0,0.334017796,0,0,3
U,Q,0,0.213552361,0,0,3
U,Q,1,0.334017796,30,0,3
U,Q,0,0.334017796,20,0,3
U,Q,0,0.876112252,50,0,3
U,Q,0,0.251882272,50,0,3
U,Q,0,0.167008898,10,0,4
U,Q,0,0.084873374,40,0,3
U,Q,0,0.084873374,30,0,3
U,Q,0,0.084873374,30,0,3
U,Q,0,0.03559206,30,0,3
U,Q,0,0.084873374,40,0,3
U,Q,0,0.908966461,0,0,3
U,Q,0,0.914442163,50,0,2
U,Q,1,0.999315537,40,0,4
U,Q,0,0.826830938,20,0,3
U,Q,0,0.785763176,20,0,3
U,Q,0,0.03559206,50,0,3
U,Q,0,0.646132786,10,0,3
U,Q,0,0.752908967,50,0,2
U,Q,0,0.752908967,50,0,2
U,Q,0,0.167008898,0,0,3
U,Q,0,0.670773443,20,0,3
U,Q,0,0.167008898,0,0,3
